idsubproduto,descricaoproduto,flaginativo,idsecao,idgrupo,idsubgrupo,descrsecao,descrgrupo,descrsubgrupo
1928,LONA AZUL 3 X 2 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1927,LONA CARRETEIRO AZUL 2 X 2 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1930,LONA DISMA AZUL 4 X 3 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1931,LONA DISMA AZUL 4 X 4 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1929,LONA KALA  AZUL 3 X 3 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3291,LONA PRETA 4 X 15 KG LONAX *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5967,MANCAL PARA CARRINHO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5951,"MANDRIL APERTO RAPIDO, 1 - 10 MM, ROSCA 1/2 POL",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
827,MOLA COIMBRA OURO 454 SIMPLES *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
826,MOLA PARA PORTA COIMBRA GRANDE OURO 453 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
841,OLHO MAGICO CROMADO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
2154,OLHO MAGICO LATONADO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
123133592,PEDRA P/ CENTELHADOR *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
2276,PEDRA PARA AMOLAR JT - 911 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5923,PINO ANCORA C/ ROSCA ACAO INDIRETA 1/4 X 27 X 20 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5924,PINO ANCORA LISO C/ CLIPE 13MM ACAO INDIRETA 1/4 X 28 MM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1134,PINO COM FURO 1/4 X 30 X 27 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1135,PINO COM ROSCA 1/4 X 30 X 20 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10904,PNEU TRATOR S/ CAMARA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1255,PUXADOR ALCA 86127 102MM CR ALIANCA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1365,PUXADOR JANELA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5955,RODA C/ PNEU CAMARA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5956,RODA C/ PNEU MACICO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5961,RODA C/ ROLETE P. CAMARA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5963,RODA C/ ROLETE P. MACICO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3388,SOQUETE P/ PARAFUSO AUTO BROCANTE 3/8 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1797,SOQUETE P/ PARAFUSO AUTO BROCANTE 5/16 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1786,SUPORTE INVISIVEL PRATELHEIRA 13CM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3152,SUPORTE P/ ANTENA PREGAR 3/4 DUPLO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3153,SUPORTE P/ ANTENA PREGAR 3/4 SIMPLES *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3154,SUPORTE P/ ANTENA PREGAR/CHUMBAR 3/4 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1722,TARUGO 10MM CINZA C/ 50M,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3326,TERMINAL DE COMPRESSAO 35 MM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3315,TERMINAL DE COMPRESSAO 50 MM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1656,VASSOURA METAL 22D ARAME REG C/ CABO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
592,GONZO 1 -,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
1238,GONZO 1.1/2 -,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
1237,GONZO 1.1/4 -,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
593,GONZO 1/2,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
594,GONZO 3/4,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
595,GONZO 3/8 -,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
596,GONZO 5/8 *,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
597,GONZO 7/8 -,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
598,GONZO C/ ABA N.01 1/2,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
600,GONZO C/ ABA N.02 5/8 *,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
599,GONZO C/ ABA N.03 3/4 *,F,1,13,49,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO
3961,MANCAL P/ TUBO QUADRADO 1'' *,F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
3962,MANCAL P/ TUBO QUADRADO 1.1/4 *,F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
2222,"MANCAL P/ TUBO REDONDO 1.1/4"" *",F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
2220,MANCAL P/ TUBO REDONDO 3/4 *,F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
1583,PEAO P/ BASE DE PORTAO 1'' (001601),F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
1585,PEAO P/ BASE DE PORTAO 1.1/2'' * (001603),F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
1584,PEAO P/ BASE DE PORTAO 1.1/4'' * (001602),F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
1582,PEAO P/ BASE DE PORTAO 3/4'' * (001600),F,1,13,77,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL
2119,PONTA MONTADA A 03 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1291,PONTA MONTADA A 05 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1283,PONTA MONTADA A 11 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2118,PONTA MONTADA A 12 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1285,PONTA MONTADA A 15 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1287,PONTA MONTADA A 25 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2117,PONTA MONTADA A 26 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1286,PONTA MONTADA A 33*,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1289,PONTA MONTADA A 36 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
1290,PONTA MONTADA A 37 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2120,PONTA MONTADA A 40 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2122,PONTA MONTADA B 135 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2123,PONTA MONTADA B 52 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2121,PONTA MONTADA B 97 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2128,PONTA MONTADA C 204 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2126,PONTA MONTADA C 220 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2129,PONTA MONTADA C 238 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
2124,PONTA MONTADA M 41 *,F,1,13,84,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PONTA MONTADA
3278,"ABRACADEIRA DE NYLON 100 X 2,5 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3519,"ABRACADEIRA DE NYLON 100 X 2,5 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3277,"ABRACADEIRA DE NYLON 140 X 2,5 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3520,"ABRACADEIRA DE NYLON 140 X 2,5 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3355,"ABRACADEIRA DE NYLON 140 X 3,5 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3521,"ABRACADEIRA DE NYLON 140 X 3,5 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3276,"ABRACADEIRA DE NYLON 200 X 2,5 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3522,"ABRACADEIRA DE NYLON 200 X 2,5 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3356,"ABRACADEIRA DE NYLON 200 X 3,5 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3523,"ABRACADEIRA DE NYLON 200 X 3,5 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3759,"ABRACADEIRA DE NYLON 200 X 4,8 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
4056,"ABRACADEIRA DE NYLON 200 X 4,8 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3357,"ABRACADEIRA DE NYLON 280 X 3,5 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
4913,"ABRACADEIRA DE NYLON 280 X 3,5 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3901,"ABRACADEIRA DE NYLON 280 X 4,8 BRANCA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
3524,"ABRACADEIRA DE NYLON 280 X 4,8 PRETA *",F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
203,ABRACADEIRA S/FIM 1'' X 1.1/2 25 X 38 10 MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
202,ABRACADEIRA S/FIM 1.1/2 X 2'' 38 X 51 14 MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
206,ABRACADEIRA S/FIM 1/2 X 5/8 13 X 16 9MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
1021,ABRACADEIRA S/FIM 2'' X 2.1/2 51 X 64 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
1059,ABRACADEIRA S/FIM 2.1/2 X 3'' 64 X 76 MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
1010,ABRACADEIRA S/FIM 3/4 X 1'' 19 X 25MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
204,ABRACADEIRA S/FIM 3/8 X 1/2 10 X 13 9MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
205,ABRACADEIRA S/FIM 5/8 X 3/4 16 X 19 9MM *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
557,ABRACADEIRA TIPO COPO 1'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
558,ABRACADEIRA TIPO COPO 1.1/2 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
939,ABRACADEIRA TIPO COPO 1.1/4 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
559,ABRACADEIRA TIPO COPO 1/2 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
560,ABRACADEIRA TIPO COPO 2'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
940,ABRACADEIRA TIPO COPO 3'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
941,ABRACADEIRA TIPO COPO 3/4 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
920,ABRACADEIRA TIPO U 1'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
921,ABRACADEIRA TIPO U 1.1/2 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
922,ABRACADEIRA TIPO U 1.1/4 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
923,ABRACADEIRA TIPO U 1/2 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
924,ABRACADEIRA TIPO U 2'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
1436,ABRACADEIRA TIPO U 2.1/2 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
925,ABRACADEIRA TIPO U 3'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
926,ABRACADEIRA TIPO U 3/4 *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
927,ABRACADEIRA TIPO U 4'' *,F,1,14,1,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ABRACADEIRA
6048,BARRA ROSCADA ESTRUTURAL 5/8,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133407,BARRA ROSCADA GALVANIZADA 1'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133408,BARRA ROSCADA GALVANIZADA 1/2'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133409,BARRA ROSCADA GALVANIZADA 1/4'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133410,BARRA ROSCADA GALVANIZADA 3/16'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133411,BARRA ROSCADA GALVANIZADA 3/4'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133412,BARRA ROSCADA GALVANIZADA 3/8'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133413,BARRA ROSCADA GALVANIZADA 5/16'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133414,BARRA ROSCADA GALVANIZADA 5/8'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133862,BARRA ROSCADA GALVANIZADA 7/8'' *,F,1,14,10,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BARRA ROSCADA
123133419,BUCHA CX N 10 C/50 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133420,BUCHA CX N 12 C/25 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133421,BUCHA CX N 14 C/20 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133826,BUCHA CX N 4 C/400 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133824,BUCHA CX N 5 C/100 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133422,BUCHA CX N 6 C/100 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133423,BUCHA CX N 7 C/100 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133424,BUCHA CX N 8 C/100 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
6125,BUCHA D10 PARAF CABECA CHATA FISCHER C/25,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
6122,BUCHA D6 PARAF CABECA CHATA FISHER C/100,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
6123,BUCHA D8 PARAF CABECA CHATA FISCHER C/50,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133425,BUCHA N 10 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133426,BUCHA N 12 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133427,BUCHA N 14 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133819,BUCHA N 4 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133820,BUCHA N 5 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133428,BUCHA N 6 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133429,BUCHA N 7 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
123133430,BUCHA N 8 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
1522,BUCHA P/ REBOLO 1'' *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
1523,BUCHA P/ REBOLO 1.1/4 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
1521,BUCHA P/ REBOLO 3/4 *,F,1,14,12,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,BUCHA
1451,"CHUMBADOR AF  14045 - 5/16X1/4 (4,5)*",F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1447,CHUMBADOR AF 12070 - 5/8X1/2 (7.0),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1449,CHUMBADOR AF 12090 - 5/8X1/2 (9CM),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1448,CHUMBADOR AF 12120 - 5/8X1/2 (12CM),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1450,CHUMBADOR AF 14070 - 5/16X1/4 (7CM),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1444,CHUMBADOR AF 38065 - 1/2X3/8 (6.5),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1445,"CHUMBADOR AF 38080 - 1/2X3/8 (8,0)",F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1446,CHUMBADOR AF 38110 - 1/2X3/8 (11CM),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1442,"CHUMBADOR AF 56055 - 3/8 X 5/16 (5,5)",F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1443,CHUMBADOR AF 56080 - 3/8X5/16 (8.0),F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5969,CHUMBADOR CBA 5/8X115 C/PR *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5696,CHUMBADOR CBA 56075 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
11303,CHUMBADOR QUIMICO 300ML - SILVA,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
6116,CHUMBADOR QUIMICO WURTH 300,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1457,CHUMBADOR TB 12070 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1462,CHUMBADOR TB 12110,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1463,CHUMBADOR TB 14045 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1458,CHUMBADOR TB 14060 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1456,CHUMBADOR TB 38055 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1460,CHUMBADOR TB 38070 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1459,CHUMBADOR TB 38120 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1455,CHUMBADOR TB 56050 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
1454,CHUMBADOR TB 56080 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5942,JAQUETA/CONE P/CHUMB 1/4 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5944,JAQUETA/CONE P/CHUMB 3/8 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5943,JAQUETA/CONE P/CHUMB 5/16 *,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5945,PROLONGADOR CHUMBADOR 1/4,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5946,PROLONGADOR CHUMBADOR 3/8,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
5947,PROLONGADOR CHUMBADOR 5/16,F,1,14,19,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,CHUMBADOR
11147,CAMPAINHA SEM FIO BIVOLT FX CAD 3,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
471,ESCAPULA 10MM *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
475,ESCAPULA 6MM *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
474,ESCAPULA 8MM *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
1379,GANCHO REDE,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
1476,GANCHO ZINCADO 10 MM *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
588,GANCHO ZINCADO 6 MM *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
589,GANCHO ZINCADO 8 MM *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
240,PITAO ZINCADO 10'' *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
3147,PITAO ZINCADO 6'' *,F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
239,"PITAO ZINCADO 8"" *",F,1,14,36,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,ESCAPULA/PITAO/GANCHO
613,GRAMPO TIPO U 4 X 3/8*,F,1,14,50,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,GRAMPO TIPO U
10094,ARRUELA LISA 5/16,F,1,14,51,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE
10100,CALÇO 2 FUROS PARA HASTE,F,1,14,51,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE
10164,GOIVA ALUMINIO PARA HASTE,F,1,14,51,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE
10096,GOIVA GALVANIZADA PARA HASTE,F,1,14,51,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE
601,HASTE DE ALUMINIO 15CM *,F,1,14,51,ACESSORIO/MIUDEZA,MATERIAL DE FIXACAO,HASTE
