idsubproduto,descricaoproduto,flaginativo,idsecao,idgrupo,idsubgrupo,descrsecao,descrgrupo,descrsubgrupo
10546,CARVÃO ESMER MAKITA 3655 100 010,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
3287,CARVAO FERRARI SERRA MARMORE 407 *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10536,CARVÃO FURAD BOSCH 3655 100 003,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10544,CARVÃO FURAD BOSCH 3655 100 008,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10548,CARVÃO FURAD MAKITA 3655 100 011,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10538,CARVÃO LIXAD MAKITA 3655 100 004,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
460,CARVAO MAKITA (373) 0112 *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
1653,CARVAO MAKITA (406) NH 4.100 *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
1651,CARVAO MAKITA 0212A ( 338 ) *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
1916,CARVAO MAKITA 0412-C *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
4516,CARVAO MAKITA 366 - B LIXADEIRA *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
1654,CARVAO MAKITA HP 1.500 *,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
6107,CARVAO P/ SERRA MARMORE BOSCH 1551.3 ( 417),F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10540,CARVÃO SERRA MAR MAKITA 3655 100 005,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10550,CARVÃO SERRA MARM BOSCH 3655 100 013,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10552,CARVÃO SERRA MARM BOSCH 3655 100 019 (1551.1),F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10554,CARVÃO SERRA MARM BOSCH 3655 100 020 (1551.1/4),F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10556,CARVÃO SERRA MARM BOSCH 3655 100 021 (1548),F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
10558,CARVÃO SERRA MARM MAK 655 100 023,F,1,13,17,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,CARVAO
4562,CORDA DE SEDA COLORIDA 10 MM *,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
3625,CORDA DE SEDA COLORIDA 6 MM *,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
469,CORDA DE SEDA COLORIDA 8 MM *,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11019,CORDA MULTICOLOR 10MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11021,CORDA MULTICOLOR 12MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11023,CORDA MULTICOLOR 14MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11011,CORDA MULTICOLOR 4MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11013,CORDA MULTICOLOR 5MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11015,CORDA MULTICOLOR 6MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
11017,CORDA MULTICOLOR 8MM,F,1,13,25,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PECAS
2035,"CORRENTE GALVANIZADA 3,50 MM *",F,1,13,26,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,INSUMO
492,"CORRENTE GALVANIZADA 4,00 MM *",F,1,13,26,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,INSUMO
493,"CORRENTE GALVANIZADA 5,00 MM *",F,1,13,26,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,INSUMO
491,"CORRENTE GALVANIZADA 6,50 MM *",F,1,13,26,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,INSUMO
494,"CORRENTE GALVANIZADA 8,00 MM *",F,1,13,26,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,INSUMO
1613,CORRENTE PLASTICA AMARELA / PRETA SACO COM 25 MTS,F,1,13,26,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,INSUMO
2282,"ADAPTADOR P/ DISCO BORRACHA 4.1/2"" KIT M-5 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
2281,"ADAPTADOR P/ DISCO BORRACHA 7"" KIT M-6 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3951,ADAPTADOR SDS - PLUS P / MANDRIL *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
410,ALAVANCA C/ CAVALETE *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
411,ALAVANCA SIMPLES *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3182,BALDE P/CONCRETO DE CHAPA 10 LITROS *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
123133395,BALDE PVC P/CONCRETO PRETO/CINZA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5832,BATERIA DE LITIUM 3V CARTELA COM 2 UNIDADES (B) *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5920,BICO MISTURADOR PARA CHUMBADOR QUIMICO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4967,"BOCAL DE CERAMICA GR5 D 9,5 X 47 MM *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4890,"BOCAL DE CERAMICA GR6 D 9,5 X 47 MM *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4889,"BOCAL DE CERAMICA GR7 D 11,0 X 47 MM *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10223,BOLSA C/ BASE BORRACHA G2 GUEPAR,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10225,BOLSA C/ CABO TUBULAR G3 GUEPAR,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10227,BOLSA EM POLIESTER G0 GUEPAR,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1727,BONE DE PELE POLIMENTO 5 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1728,BONE DE PELE POLIMENTO 8,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1437,BORRACHA P/ NIVEL 5/16 X 0.8MM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
2672,"CABO DE ENXADA 1,5 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1577,CABO DE MADEIRA PARA MARTELO 35 CM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
292,CABO DE MADEIRA PARA PICARETA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1572,CABO DE PA METALICO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
123133453,CABO DE PLASTICO PARA LIMA N.3 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3911,"CABO RETO 1,20 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10231,CAIXA DE FERRAMENTA 3 GAVETAS WORK,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10233,CAIXA DE FERRAMENTA 5 GAVETAS WORK,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5810,CAIXA DE FERRAMENTAS VONDER - VD-4038,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5979,CAIXA PARA BROCAS DE FURADEIRA - 18X10X6 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10728,CAIXA PARA BROCAS DE FURADEIRA B061,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10249,CAIXA PARA FERRAMENTAS  BAU,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10245,CAIXA PARA FERRAMENTAS 1 GAVETA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10520,CAIXA PARA FERRAMENTAS 1GV B009,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10247,CAIXA PARA FERRAMENTAS 2 GAVETAS,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10522,CAIXA PARA FERRAMENTAS 2GV B011,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10518,CAIXA PARA FERRAMENTAS ALTA B025,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10516,CAIXA PARA FERRAMENTAS B013,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10526,CAIXA PARA FERRAMENTAS BAUZINHO B068,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10528,CAIXA PARA FERRAMENTAS BAUZINHO B070,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10524,CAIXA PARA FERRAMENTAS COM ALÇA E RODAS B015,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5977,CAIXA PARA FERRAMENTAS E FURADEIRA - 30X30X18 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5976,"CAIXA PARA FERRAMENTAS,FURADEIRA E LIXADEIRA - 50X30X18 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5973,CAIXA PARA FURADEIRA - 30X30X8 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5978,CAIXA PARA SERRA MARMORE - 25X25X20 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5765,"CAMARA DE AR 3,25 X 8 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4853,CANECO PLASTICO DE PISTOLA PINTURA PDV 90 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3307,CANTONEIRA DE ALUMINIO 15 X 15 BRANCA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3309,CANTONEIRA DE ALUMINIO 18 X 18 BRANCA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11221,CANTONEIRA DE ALUMINIO 20X15 BRANCA - OURO DE MINAS E034,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11215,CANTONEIRA DE ALUMINIO 20X15 OURO - OURO DE MINAS E031.O,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11209,CANTONEIRA DE ALUMINIO 20X15 PRETA - OURO DE MINAS E031,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11223,CANTONEIRA DE ALUMINIO 25X20 BRANCA - OURO DE MINAS E035,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11217,CANTONEIRA DE ALUMINIO 25X20 OURO - OURO DE MINAS E032.O,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11211,CANTONEIRA DE ALUMINIO 25X20 PRETA - OURO DE MINAS E032,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11227,CANTONEIRA DE ALUMINIO 30X25 BRANCA - OURO DE MINAS E036,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11219,CANTONEIRA DE ALUMINIO 30X25 OURO - OURO DE MINAS E033.0,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
11213,CANTONEIRA DE ALUMINIO 30X25 PRETA - OURO DE MINAS E033,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3313,CANTONEIRA DE ALUMINIO 32 X 35 BRANCA *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3589,CANTONEIRA MAO FRANCESA 20 CM BRANCO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3590,CANTONEIRA MAO FRANCESA 30 CM BRANCO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3591,CANTONEIRA MAO FRANCESA 40 CM BRANCO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1587,CANTONEIRA MAO FRANCESA PESADA 20CM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
68,CANTONEIRA MAO FRANCESA PESADA 30CM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
70,CANTONEIRA MAO FRANCESA PESADA 40CM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
2253,CANTONEIRA MAO FRANCESA PESADA 50CM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5596,CANTONEIRA MAO FRANCESA TORCIDA 20 CM BRANCO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
67,CANTONEIRA MAO FRANCESA TORCIDA 30 CM BRANCO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
947,CANTONEIRA MAO FRANCESA TORCIDA 40 CM BRANCO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
33,CANTONEIRA P/CORTINA 5 X 7 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1397,CANTONEIRA P/PRATELEIRA 10 X 12 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1396,CANTONEIRA P/PRATELEIRA 12 X 14 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1400,CANTONEIRA P/PRATELEIRA 4 X 6 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1399,CANTONEIRA P/PRATELEIRA 6 X 8 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1398,CANTONEIRA P/PRATELEIRA 8 X 10 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
123133456,CASTANHA FERRO NATURAL *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1637,CHAVE MANDRIL 1/2 13 MM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4743,"CINTA AMARRAR CARGA 3,0 TON COM CATRACA 300 ( 10 METROS ) *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4742,"CINTA AMARRAR CARGA CG 3525/2000 KGF 5,00M",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4099,"CINTA DE POLIESTER COM GANCHO 4,6M X 28MM WORKER CAPACIDADE",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3953,CUNHA DE MADEIRA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3279,DISCO BORRACHA 4 1/2,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1266,"DISCO BORRACHA 7"" LIXADEIRA M 10 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5966,EIXO PARA CARRINHO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1793,"ELASTICO P/ BAGAGEM 1,50 METRO",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5968,ESPACADORES DE EIXO PARA CARRINHO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5954,ESQUADRO MAGNETICO 10KG,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1660,ESTILETE DE PLASTICO 18 MM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5774,ESTILETE GUEPPAR 18MM,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5648,ESTOPA MULTIUSO 150 GRAMAS *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1461,EXTENSAO ELETRICA 10 METROS 3 VIAS (PADRAO NOVO),F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1435,EXTENSAO ELETRICA 3 METROS 3 VIAS (PADRAO NOVO),F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1781,FINCAPINO ANCORA C-22 LONGO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5922,FINCAPINO ANCORA MAGAZINADO AMARELO 27 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1136,FINCAPINO C-22 CURTO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1547,"FITA DE ACO PERFURADA 19 X 0,5 X 10 *",F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3366,FITA P/ EMBAL INCOLOR 45 X 45 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3367,FITA P/ EMBAL MARROM 48 X 45 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3257,FITA ZEBRADA AMARELA/PRETA 200 MT *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1328,GRAFITEX EMAVI EM PO 25G *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
5708,GRAMPO DISMA P/ GRAMP.DE TAPECEIRO 6MM *C/ 1000PÇS *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
152,GRAMPO GRAMPEADOR 8 MM C/ 1000 PCS *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
609,GRAMPO P/ CERCA 1 X 9 PCT 1KG,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3236,GRAMPO P/ CERCA 7/8 X 9'' PCT 1KG,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10608,KIT CHAVE SOQUETE 12 PÇ,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
6099,KIT DE BROCAS E BITS VLINE C/ 41 UNIDADES,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
6100,KIT DE BROCAS E BITS VLINE C/ 91 UNIDADES,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10610,KIT FERRAMENTAS FAMASTIL 1,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10622,KIT FERRAMENTAS FAMASTIL 2,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10612,KIT FERRAMENTAS FAMASTIL 3,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
1292,LANCA DE FERRO FLOR DE LIZ *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
647,LANCA DE FERRO SETA GRANDE 10 CM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
648,LANCA DE FERRO SETA PEQUENA 7 CM *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10676,LANCA GALV 1LADO P/ MURO ARTISTICA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
146,LANCA GALV DUPLA MURO,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10674,LANCA GALV DUPLA MURO ARTISTICA 7,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
4468,LAPIS P/ CARPINTEIRO *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3708,LENTE EXTERNA ORIGOTECH PK 10 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
3967,LENTE INTERNA 103 X 46 ORIGOTECH PK 10 *,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
290,LIXEIRA DE ACO COM PEDESTAL,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
10251,LIXEIRA DE ACO COM PEDESTAL BRANCA,F,1,13,32,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS
