idsubproduto,nome_produto,n_lacunas,lacunas
123134084,PERFIL U SIMPLES 25X25X18,3,pagina_web;manual;fotos
123134085,TUBO METALON GALVANIZADO 30 X 20 X 16,3,pagina_web;manual;fotos
123134088,PERFIL U 2 X 2MM/1.80MM ESTRUTURAL AZUL,3,pagina_web;manual;fotos
123134092,"COLUNA ACO P/ C. ARM. 10,0 MM (7X20) 6M.",3,pagina_web;manual;fotos
123134094,TUBO METALON 50 X 50 X 14,3,pagina_web;manual;fotos
123134095,"TELA SOLDADA Q138 2,45 X 6,00 10 X 10 4,2 MM BRANCO",3,pagina_web;manual;fotos
123134099,BARRA REDONDA 5/16 ESTRUTURAL AZUL,3,pagina_web;manual;fotos
123134100,BARRA REDONDA 3/8 ESTRUTURAL,3,pagina_web;manual;fotos
123134101,DEGRAU XADREZ CARACOL 50CM,3,pagina_web;manual;fotos
123134105,TUBO METALON GALVANIZADO 30 X 30 X 18,3,pagina_web;manual;fotos
123134106,CAMISA POLO FEM AZUL MARINHO P C/RIBANA 2 LISTRA,3,pagina_web;manual;fotos
123134109,TELHA ENC TERMO ISOPOR PINTADA  CORES 1 FACE,3,pagina_web;manual;fotos
123134110,"PERFIL U SIMPLES 92 X 2,00 MM ( ABA 30 )",3,pagina_web;manual;fotos
123134111,VERGALHAO P/OBRA CA50 3/4 C/ 12M,3,pagina_web;manual;fotos
123134124,BARRA REDONDA 1/4 ESTRUTURAL,3,pagina_web;manual;fotos
123134127,"BARRA REDONDA TRASMISSÃO LISA 12,5 COM 0,35 CM",3,pagina_web;manual;fotos
123134132,"TELA SOLDADA Q283 2,45 X 6,00 10 X 10 6,00 MM * AZUL",3,pagina_web;manual;fotos
1239,TRINCO LARGO ZINCADO 2'' * ( 100010 ),3,pagina_web;manual;fotos
1240,TRINCO LARGO ZINCADO 3'' *,3,pagina_web;manual;fotos
1248,TRINCO TARJETA 38MM *,3,pagina_web;manual;fotos
1250,TRINCO TARJETA 63MM *,3,pagina_web;manual;fotos
1251,TRINCO TARJETA 76MM *,3,pagina_web;manual;fotos
1255,PUXADOR ALCA 86127 102MM CR ALIANCA *,3,pagina_web;manual;fotos
1261,CONECTOR P/ CABO DE SOLDA 13MM 35-70 MACH/FEM,3,pagina_web;manual;fotos
1266,"DISCO BORRACHA 7"" LIXADEIRA M 10 *",3,pagina_web;manual;fotos
1270,"DISCO NORTON 4,5 X 3/64 X 7/8 INOX *",3,pagina_web;manual;fotos
1274,DOBRADICA C1001FG 1.1/2'' *,3,pagina_web;manual;fotos
1278,DOBRADICA C1001FG 3'' X 2.1/2'' *,3,pagina_web;manual;fotos
1279,DOBRADICA C1001FG 3.1/2' C/3PÇS,3,pagina_web;manual;fotos
128,CANTONEIRA 3 X 3/16,3,pagina_web;manual;fotos
1281,DOBRADICA LATAO 1001 3 X 2.1/2 *,3,pagina_web;manual;fotos
1285,PONTA MONTADA A 15 *,3,pagina_web;manual;fotos
1289,PONTA MONTADA A 36 *,3,pagina_web;manual;fotos
1290,PONTA MONTADA A 37 *,3,pagina_web;manual;fotos
1294,SERRA TICO-TICO SKILL 4003 380W 127V *,3,pagina_web;manual;fotos
1296,POLITRIZ GPO 12 BOSCH 110 V *,3,pagina_web;manual;fotos
1301,BOTA SEG VELCRO NOBUCK PRETA 39,3,pagina_web;manual;fotos
131,RODIZIO GIRATORIO ROSCA SGREF 158 BP * ATE 25KG,3,pagina_web;manual;fotos
132,RODIZIO GIRATORIO PLACA SGPL 210 BP * ATE 30KG,3,pagina_web;manual;fotos
1329,DISCO NORTON 10'' X 1/8'' X 3/4'' CLASSIC,3,pagina_web;manual;fotos
133,RODIZIO FIXO PLACA SFPL 210 BP * ATE 30KG,3,pagina_web;manual;fotos
1330,"TRELICA TG8L ALT 8 CM 6/4,2/4,2 C/9 METROS *",3,pagina_web;manual;fotos
1332,"TRELICA TG8L ALT 8 CM 6/4,2/4,2 C/7 METROS",3,pagina_web;manual;fotos
134,RODIZIO GIRATORIO ROSCA EXT SGRE 210 BP * ATE 30KG,3,pagina_web;manual;fotos
1340,FF LANCA FLEXA 13 1/2 X 2 1/2 *,3,pagina_web;manual;fotos
1342,FF LANCA IMPERIAL 19 CM *,3,pagina_web;manual;fotos
1343,"FF LANCA FLOR DE LIZ 16,5 CM *",3,pagina_web;manual;fotos
1344,FF LANCA COPO DE LEITE 17 CM *,3,pagina_web;manual;fotos
1345,FF LANCA GREGA LEVE 19 CM *,3,pagina_web;manual;fotos
1346,FF LANCA ESPADINHA 18 CM LEVE *,3,pagina_web;manual;fotos
135,RODIZIO FIXO ROSCA EXT SFRE 210 BP * ATE 30KG,3,pagina_web;manual;fotos
1350,FF FLORAO N.03 GRANDE 58 X 34 CM *,3,pagina_web;manual;fotos
136,RODIZIO GIRATORIO PLACA SGPL 312 BP * ATE 60KG,3,pagina_web;manual;fotos
1361,"CHAPA DE ALUMINIO 0,7 MM = 2,00 X 1,00",3,pagina_web;manual;fotos
1362,"CHAPA DE ALUMINIO 1,5 MM = 2,00 X 1,00",3,pagina_web;manual;fotos
1363,"CHAPA DE ALUMINIO 2,0 MM = 2,00 X 1,00",3,pagina_web;manual;fotos
137,RODIZIO FIXO PLACA SFPL 312 BP * ATE 60KG,3,pagina_web;manual;fotos
1372,"CHAPA DE ALUMINIO 1,0 MM = 2,00 X 1,00",3,pagina_web;manual;fotos
1373,"CHAPA DE ALUMINIO 1,2 MM = 2,00 X 1,00",3,pagina_web;manual;fotos
1375,DISCO NORTON 7'' X 1/16'' X 7/8''INOX BNA 12,3,pagina_web;manual;fotos
1376,DOBRADICA PORTAO C401FOE 25CM *,3,pagina_web;manual;fotos
1377,DOBRADICA PORTAO HSC 401 20CM *,3,pagina_web;manual;fotos
138,RODIZIO GIRATORIO ROSCA EXT SGRE 312 BP * ATE 60KG,3,pagina_web;manual;fotos
1382,DOBRADICA PORTA 1001FG 1.1/2'' C/3 PÇ *,3,pagina_web;manual;fotos
1383,DOBRADICA PORTA S1001FG 2'' C/3PÇ,3,pagina_web;manual;fotos
1384,DOBRADICA PORTA S1001FG 2.1/2'' C/3PC *,3,pagina_web;manual;fotos
1387,DOBRADICA PORTA S1001FG 4'' C/ 3PC *,3,pagina_web;manual;fotos
1388,DOBRADICA PORTA 1001 3.1/2'' C/3 FG *,3,pagina_web;manual;fotos
1389,DOBRADICA PORTA 1001 3'' X 3'' C/3PÇ FG *,3,pagina_web;manual;fotos
139,RODIZIO FIXO ROSCA EXT SFRE 312 BP * ATE 60KG,3,pagina_web;manual;fotos
1390,DOBRADICA PORTA 1001 3.1/2'' X 3'' C/3PÇ FG *,3,pagina_web;manual;fotos
1391,"DISCO NORTON 4,5'' X 1/8'' X 7/8"" CLASSIC",3,pagina_web;manual;fotos
1392,DOBRADICA PORTA 1007 3'' X 2.1/2'' C/3PÇ FOEA-3 *,3,pagina_web;manual;fotos
1393,DOBRADICA PORTA 1007 3.1/2 X 3'' C/3PÇ FOEA *,3,pagina_web;manual;fotos
1394,DOBRADICA PORTA 1003A 3'' 1/2 C/ 3 PÇS FOE *,3,pagina_web;manual;fotos
1396,CANTONEIRA P/PRATELEIRA 12 X 14 *,3,pagina_web;manual;fotos
1397,CANTONEIRA P/PRATELEIRA 10 X 12 *,3,pagina_web;manual;fotos
1398,CANTONEIRA P/PRATELEIRA 8 X 10 *,3,pagina_web;manual;fotos
1402,"TARRACHA RAPIDA MEIKON 1"" *",3,pagina_web;manual;fotos
1435,EXTENSAO ELETRICA 3 METROS 3 VIAS (PADRAO NOVO),3,pagina_web;manual;fotos
1436,ABRACADEIRA TIPO U 2.1/2 *,3,pagina_web;manual;fotos
1437,BORRACHA P/ NIVEL 5/16 X 0.8MM *,3,pagina_web;manual;fotos
144,CUMEEIRA PINTADA GALVALUME 1M X 30CM X 30CM *,3,pagina_web;manual;fotos
1440,DOBRADICA PORTA 1003 3.1/2'' C/3PÇ FOE *,3,pagina_web;manual;fotos
1441,DOBRADICA PORTA 1003 3'' X 2.1/2'' FOE 3 PÇS *,3,pagina_web;manual;fotos
1443,CHUMBADOR AF 56080 - 3/8X5/16 (8.0),3,pagina_web;manual;fotos
1447,CHUMBADOR AF 12070 - 5/8X1/2 (7.0),3,pagina_web;manual;fotos
1449,CHUMBADOR AF 12090 - 5/8X1/2 (9CM),3,pagina_web;manual;fotos
1450,CHUMBADOR AF 14070 - 5/16X1/4 (7CM),3,pagina_web;manual;fotos
146,LANCA GALV DUPLA MURO,3,pagina_web;manual;fotos
1461,EXTENSAO ELETRICA 10 METROS 3 VIAS (PADRAO NOVO),3,pagina_web;manual;fotos
147,KIT CONCERTINA ARAME ESPIRAL + SUPORTE LAMIN. 300 MM 10 MT,3,pagina_web;manual;fotos
1473,"DISCO NORTON 7'' X 1/8'' X 7/8"" CLASSIC",3,pagina_web;manual;fotos
1474,DISCO NORTON 12'' X 1/8'' X 3/4'' CLASSIC/SUPER,3,pagina_web;manual;fotos
1475,LIXA DE MADEIRA 60 *,3,pagina_web;manual;fotos
1476,GANCHO ZINCADO 10 MM *,3,pagina_web;manual;fotos
148,KIT CONCERTINA ARAME ESPIRAL + SUPORTE LAMIN. 450 MM 10 MT,3,pagina_web;manual;fotos
1480,ROLDANA GUIA 42X15 SUPERIOR * (001500),3,pagina_web;manual;fotos
1489,"ARAME MIG TMX 1,2 MM 15 KG",3,pagina_web;manual;fotos
1499,"MACHO MANUAL AR 3MM X 0,5 *",3,pagina_web;manual;fotos
1505,"MACHO MANUAL AC 3MM X 0,5 *",3,pagina_web;manual;fotos
1506,"MACHO MANUAL AC 4MM X 0,7 *",3,pagina_web;manual;fotos
1507,"MACHO MANUAL AC 5MM X 0,8 *",3,pagina_web;manual;fotos
1509,SERRA COPO BIMETAL (DIV) 41MM - 1.5/8 *,3,pagina_web;manual;fotos
1510,SERRA COPO BIMETAL (DIV) 44MM - 1.3/4 *,3,pagina_web;manual;fotos
1512,METRO ALUMINIO MAX 1 METROS *,3,pagina_web;manual;fotos
1513,"DISCO NORTON 4,5'' X 1/4'' X 7/8'' CLASSIC",3,pagina_web;manual;fotos
152,GRAMPO GRAMPEADOR 8 MM C/ 1000 PCS *,3,pagina_web;manual;fotos
1521,BUCHA P/ REBOLO 3/4 *,3,pagina_web;manual;fotos
1522,BUCHA P/ REBOLO 1'' *,3,pagina_web;manual;fotos
1523,BUCHA P/ REBOLO 1.1/4 *,3,pagina_web;manual;fotos
1529,RODIZIO QUADRUPLO 1''1/2 50 X 50 C/CHAPA * (000431),3,pagina_web;manual;fotos
1531,"ROLDANA U 1/2 PINO (4"") (081344) *",3,pagina_web;manual;fotos
1532,TUBO PRETO OITAVADO 3 X 2 MM *,3,pagina_web;manual;fotos
1547,"FITA DE ACO PERFURADA 19 X 0,5 X 10 *",3,pagina_web;manual;fotos
1548,DISCO NORTON 7'' X 1/4'' X 7/8'' CLASSIC,3,pagina_web;manual;fotos
1549,DISCO NORTON 10'' X 1/8'' X 5/8'' CLASSIC,3,pagina_web;manual;fotos
155,"TELA TECIDO 4 X 22 X 0,80CM *",3,pagina_web;manual;fotos
157,"TELA TECIDO 4 X 22 X 0,60CM *",3,pagina_web;manual;fotos
1577,CABO DE MADEIRA PARA MARTELO 35 CM *,3,pagina_web;manual;fotos
158,TELA TECIDO 4 X 22 X 1M *,3,pagina_web;manual;fotos
1582,PEAO P/ BASE DE PORTAO 3/4'' * (001600),3,pagina_web;manual;fotos
1583,PEAO P/ BASE DE PORTAO 1'' (001601),3,pagina_web;manual;fotos
1584,PEAO P/ BASE DE PORTAO 1.1/4'' * (001602),3,pagina_web;manual;fotos
1585,PEAO P/ BASE DE PORTAO 1.1/2'' * (001603),3,pagina_web;manual;fotos
1587,CANTONEIRA MAO FRANCESA PESADA 20CM,3,pagina_web;manual;fotos
1589,PARAFUSO FRANCES 3/8 X 2'' *,3,pagina_web;manual;fotos
1590,PARAFUSO FRANCES 5/16 X 1'' *,3,pagina_web;manual;fotos
1594,PARAFUSO FRANCES 1/4 X 1.1/2 *,3,pagina_web;manual;fotos
1595,DISCO NORTON 12'' X 1/8'' X 5/8'' CLASSIC,3,pagina_web;manual;fotos
1599,DISCO NORTON 14'' X 1/8'' X 1'' SUPER,3,pagina_web;manual;fotos
1602,TELHA COLONIAL CERAMICA PVC 230 X 086 *,3,pagina_web;manual;fotos
1603,TELHA COLONIAL CERAMICA PVC 328 X 086 *,3,pagina_web;manual;fotos
1604,TELHA COLONIAL CERAMICA PVC 459 X 088 *,3,pagina_web;manual;fotos
1605,TELHA COLONIAL CERAMICA PVC 525 X 086 *,3,pagina_web;manual;fotos
1606,CUMEEIRA COLONIAL CERAMICA PVC ARTICULADA,3,pagina_web;manual;fotos
1607,CUMEEIRA COLONIAL CERAMICA PVC CENTRAL,3,pagina_web;manual;fotos
1608,"PARAFUSO AUTO BROCANTE 4,2 X 13 (FORRO) *",3,pagina_web;manual;fotos
1613,CORRENTE PLASTICA AMARELA / PRETA SACO COM 25 MTS,3,pagina_web;manual;fotos
1619,FECHO FIO REDONDO FG 4'' *,3,pagina_web;manual;fotos
1620,FECHO FIO REDONDO FG 5'' *,3,pagina_web;manual;fotos
1623,FECHADURA STAM 1001 2 VOLTAS COLONIAL *,3,pagina_web;manual;fotos
1624,CHAPA EXPANDIDA 100 X 45 X 3/16 = 2 X 1,3,pagina_web;manual;fotos
1625,CHAPA EXPANDIDA 100 X 45 X 3/16 = 2 X 1.20,3,pagina_web;manual;fotos
1637,CHAVE MANDRIL 1/2 13 MM *,3,pagina_web;manual;fotos
1641,"PERFIL LAMBRI 9G ONDULADO 24 3.00 X 1,05",3,pagina_web;manual;fotos
1646,CADEADO STAM 25 MM C/ SEGREDO *,3,pagina_web;manual;fotos
1652,CADEADO STAM 40 MM C/ SEGREDO *,3,pagina_web;manual;fotos
1653,CARVAO MAKITA (406) NH 4.100 *,3,pagina_web;manual;fotos
1656,VASSOURA METAL 22D ARAME REG C/ CABO,3,pagina_web;manual;fotos
1660,ESTILETE DE PLASTICO 18 MM,3,pagina_web;manual;fotos
1661,PARAFUSO FRANCES 1/4 X 3/4 *,3,pagina_web;manual;fotos
1662,PARAFUSO FRANCES 5/16 X 3/4 *,3,pagina_web;manual;fotos
1664,PARAFUSO SEXTAVADO 3/16 X 5/8 *,3,pagina_web;manual;fotos
1665,PARAFUSO SEXTAVADO 3/16 X 3/4 *,3,pagina_web;manual;fotos
1666,PARAFUSO SEXTAVADO 3/16 X 7/8 *,3,pagina_web;manual;fotos
168,TESOURA CORTAR VERGALHAO 30 *,3,pagina_web;manual;fotos
1681,"ROLDANA RED 5/8 PINO (3"") (031303) *",3,pagina_web;manual;fotos
1686,PREGO ACO C/ CABECA PCT 17 X 21 *,3,pagina_web;manual;fotos
1687,PREGO ACO C/ CABECA PCT 17 X 27 *,3,pagina_web;manual;fotos
1698,TORNO DE BANCADA FIXO 3'' *,3,pagina_web;manual;fotos
1699,TORNO DE BANCADA FIXO 4'' *,3,pagina_web;manual;fotos
170,SERRA CIRCULAR WD 4.3/8 X 24 DENTES *,3,pagina_web;manual;fotos
1700,TORNO DE BANCADA FIXO BASE GIRATORIA 50MM,3,pagina_web;manual;fotos
1701,TORNO DE BANCADA FIXO BASE GIRATORIA 60MM,3,pagina_web;manual;fotos
1702,PARAFUSO FRANCES 3/16 X 3/4 *,3,pagina_web;manual;fotos
1703,PARAFUSO FRANCES 3/16 X 1'' *,3,pagina_web;manual;fotos
1704,PARAFUSO FRANCES 3/16 X 1.1/2 *,3,pagina_web;manual;fotos
1705,PARAFUSO FRANCES 3/16 X 2'' *,3,pagina_web;manual;fotos
1706,SAPATA 5/16 (80 X 80),3,pagina_web;manual;fotos
1707,SAPATA 5/16 (100 X 100 ),3,pagina_web;manual;fotos
1708,SAPATA 5/16 (60 X 60),3,pagina_web;manual;fotos
1709,SAPATA 3/8 ( 60 X 60 ),3,pagina_web;manual;fotos
171,FECHADURA 3F P/ VITRINE 140 MM *,3,pagina_web;manual;fotos
1710,SAPATA 3/8 ( 80 X 80),3,pagina_web;manual;fotos
1711,SAPATA 3/8 (100 X 100),3,pagina_web;manual;fotos
1722,TARUGO 10MM CINZA C/ 50M,3,pagina_web;manual;fotos
1734,FURADEIRA IMPAC SKILL 10' 570 W 6600 127 V *,3,pagina_web;manual;fotos
1736,REBITE DE FERRO 1/8 X 5/16 *,3,pagina_web;manual;fotos
1737,REBITE DE FERRO 1/8 X 3/8 *,3,pagina_web;manual;fotos
1741,PARAFUSO FRANCES 5/16 X 1.1/2 *,3,pagina_web;manual;fotos
1760,PARAFUSO FRANCES 5/16 X 2.1/2 *,3,pagina_web;manual;fotos
1771,CHAPA EXPANDIDA 100 X 50 X 1/8 = 2 X 1,3,pagina_web;manual;fotos
1772,"CHAPA EXPANDIDA 100 X 45 X 1/8 = 2 X 1,20",3,pagina_web;manual;fotos
1773,TELA OND FIO 10G MALHA 40MM 2X1 *,3,pagina_web;manual;fotos
1774,"TELA OND FIO 10G MALHA 40MM 2X1,20 *",3,pagina_web;manual;fotos
1775,TELA OND FIO 12G MALHA 25MM 2X1 *,3,pagina_web;manual;fotos
1776,"TELA OND FIO 12G MALHA 25MM 2X1,20 *",3,pagina_web;manual;fotos
1777,TELA OND FIO 14G MALHA 20MM 2X1 *,3,pagina_web;manual;fotos
1778,"TELA OND FIO 14G MALHA 20MM 2X1,20 *",3,pagina_web;manual;fotos
1782,TRINCO LARGO ZINCADO 1.1/2'' *,3,pagina_web;manual;fotos
1783,TRINCO LARGO ZINCADO 4'' * ( 100012),3,pagina_web;manual;fotos
1786,SUPORTE INVISIVEL PRATELHEIRA 13CM,3,pagina_web;manual;fotos
1793,"ELASTICO P/ BAGAGEM 1,50 METRO",3,pagina_web;manual;fotos
1797,SOQUETE P/ PARAFUSO AUTO BROCANTE 5/16 *,3,pagina_web;manual;fotos
1800,PARAFUSO AUT-ATAR TP B 2.9 X 13 C. PAN *,3,pagina_web;manual;fotos
1801,PARAFUSO AUT-ATAR TP B 2.9 X 16 C. PAN *,3,pagina_web;manual;fotos
1803,PARAFUSO AUT-ATAR TP B 2.9 X 9.5 C. PAN,3,pagina_web;manual;fotos
1806,PARAFUSO AUT-ATAR TP B 3.5 X 13 C. PAN *,3,pagina_web;manual;fotos
1807,PARAFUSO AUT-ATAR TP B 3.5 X 16 C. PAN *,3,pagina_web;manual;fotos
1808,PARAFUSO AUT-ATAR TP B 3.5 X 19 C. PAN *,3,pagina_web;manual;fotos
1809,PARAFUSO AUT-ATAR TP B 3.5 X 22 C. PAN *,3,pagina_web;manual;fotos
1810,PARAFUSO AUT-ATAR TP B 3.5 X 25 C. PAN *,3,pagina_web;manual;fotos
1812,PARAFUSO AUT-ATAR TP B 3.5 X 9.5 C. PAN *,3,pagina_web;manual;fotos
1813,PARAFUSO AUT-ATAR TP B 3.9 X 13 C. PAN *,3,pagina_web;manual;fotos
1814,PARAFUSO AUT-ATAR TP B 3.9 X 16 C. PAN *,3,pagina_web;manual;fotos
1815,PARAFUSO AUT-ATAR TP B 3.9 X 19 C. PAN *,3,pagina_web;manual;fotos
1816,PARAFUSO AUT-ATAR TP B 3.9 X 22 C. PAN *,3,pagina_web;manual;fotos
1817,PARAFUSO AUT-ATAR TP B 3.9 X 25 C. PAN *,3,pagina_web;manual;fotos
1818,PARAFUSO AUT-ATAR TP B 3.9 X 32 C. PAN *,3,pagina_web;manual;fotos
1819,PARAFUSO AUT-ATAR TP B 3.9 X 9.5 C. PAN *,3,pagina_web;manual;fotos
182,"COLUNA ACO P/ C. ARM. 8,0 MM (7X14) 6M",3,pagina_web;manual;fotos
1820,PARAFUSO AUT-ATAR TP B 4.2 X 13 C. PAN *,3,pagina_web;manual;fotos
1821,PARAFUSO AUT-ATAR TP B 4.2 X 16 C. PAN *,3,pagina_web;manual;fotos
1823,PARAFUSO AUT-ATAR TP B 4.2 X 22 C. PAN *,3,pagina_web;manual;fotos
1824,PARAFUSO AUT-ATAR TP B 4.2 X 25 C. PAN *,3,pagina_web;manual;fotos
1825,PARAFUSO AUT-ATAR TP B 4.2 X 32 C. PAN *,3,pagina_web;manual;fotos
1826,PARAFUSO AUT-ATAR TP B 4.2 X 38 C. PAN *,3,pagina_web;manual;fotos
1827,PARAFUSO AUT-ATAR TP B 4.2 X 9.5 C. PAN *,3,pagina_web;manual;fotos
1828,PARAFUSO AUT-ATAR TP B 4.8 X 13 C. PAN *,3,pagina_web;manual;fotos
1829,PARAFUSO AUT-ATAR TP B 4.8 X 16 C. PAN *,3,pagina_web;manual;fotos
1830,PARAFUSO AUT-ATAR TP B 4.8 X 19 C. PAN *,3,pagina_web;manual;fotos
1831,PARAFUSO AUT-ATAR TP B 4.8 X 22 C. PAN *,3,pagina_web;manual;fotos
1832,PARAFUSO AUT-ATAR TP B 4.8 X 25 C. PAN *,3,pagina_web;manual;fotos
1833,PARAFUSO AUT-ATAR TP B 4.8 X 32 C. PAN *,3,pagina_web;manual;fotos
1834,PARAFUSO AUT-ATAR TP B 4.8 X 38 C. PAN *,3,pagina_web;manual;fotos
1835,PARAFUSO AUT-ATAR TP B 4.8 X 45 C. PAN *,3,pagina_web;manual;fotos
1836,PARAFUSO AUT-ATAR TP B 4.8 X 50 C. PAN *,3,pagina_web;manual;fotos
1838,PARAFUSO AUT-ATAR TP B 5.5 X 13 C. PAN *,3,pagina_web;manual;fotos
1839,PARAFUSO AUT-ATAR TP B 5.5 X 16 C. PAN *,3,pagina_web;manual;fotos
1840,PARAFUSO AUT-ATAR TP B 5.5 X 19 C. PAN *,3,pagina_web;manual;fotos
1841,PARAFUSO AUT-ATAR TP B 5.5 X 22 C. PAN *,3,pagina_web;manual;fotos
1842,PARAFUSO AUT-ATAR TP B 5.5 X 25 C. PAN *,3,pagina_web;manual;fotos
1843,PARAFUSO AUT-ATAR TP B 5.5 X 32 C. PAN *,3,pagina_web;manual;fotos
1844,PARAFUSO AUT-ATAR TP B 5.5 X 38 C. PAN *,3,pagina_web;manual;fotos
1845,PARAFUSO AUT-ATAR TP B 5.5 X 45 C. PAN *,3,pagina_web;manual;fotos
1846,PARAFUSO AUT-ATAR TP B 5.5 X 50 C. PAN *,3,pagina_web;manual;fotos
1847,PARAFUSO AUT-ATAR TP B 6.3 X 13 C. PAN *,3,pagina_web;manual;fotos
1848,PARAFUSO AUT-ATAR TP B 6.3 X 19 C. PAN *,3,pagina_web;manual;fotos
1849,PARAFUSO AUT-ATAR TP B 6.3 X 22 C. PAN *,3,pagina_web;manual;fotos
1850,PARAFUSO AUT-ATAR TP B 6.3 X 25 C. PAN *,3,pagina_web;manual;fotos
1851,PARAFUSO AUT-ATAR TP B 6.3 X 32 C. PAN *,3,pagina_web;manual;fotos
1852,PARAFUSO AUT-ATAR TP B 6.3 X 38 C. PAN *,3,pagina_web;manual;fotos
1853,PARAFUSO AUT-ATAR TP B 6.3 X 45 C.PAN *,3,pagina_web;manual;fotos
1854,PARAFUSO AUT-ATAR TP B 6.3 X 50 C. PAN *,3,pagina_web;manual;fotos
1856,TESOURA P/ CORTAR CHAPA AVIACAO IRWIN 250MM COD 14075 *,3,pagina_web;manual;fotos
1866,LIXA REDONDA 4.1/2 -100 *,3,pagina_web;manual;fotos
1867,LIXA REDONDA 4.1/2 -120 *,3,pagina_web;manual;fotos
1868,LIXA REDONDA 4.1/2 - 16 *,3,pagina_web;manual;fotos
1869,LIXA REDONDA 4.1/2 - 24 *,3,pagina_web;manual;fotos
1870,LIXA REDONDA 4.1/2 - 36 *,3,pagina_web;manual;fotos
1871,LIXA REDONDA 4.1/2 - 50 *,3,pagina_web;manual;fotos
1872,LIXA REDONDA 4.1/2 - 60 *,3,pagina_web;manual;fotos
1873,LIXA REDONDA 4.1/2 - 80 *,3,pagina_web;manual;fotos
1877,ROLO ESPUMA 15CM C/ SUP 430/406 *,3,pagina_web;manual;fotos
1878,ROLO ESPUMA 5CM C/ SUP 430/406 *,3,pagina_web;manual;fotos
1879,ROLO ESPUMA 9CM C/ SUP 430/406 *,3,pagina_web;manual;fotos
1882,"ARAME TORCIDO QUEIMADO P/AMARRACAO 1,24 MM ( 18 )",3,pagina_web;manual;fotos
1893,RODIZIO GIRATORIO PLACA SGPL 158 BP * ATE 25KG,3,pagina_web;manual;fotos
1894,RODIZIO GIRATORIO ROSCA EXT SGRE 158 BP * ATE 25KG,3,pagina_web;manual;fotos
1897,"ROLDANA V FIX LATERAL (2"") (010375) *",3,pagina_web;manual;fotos
1899,"ROLDANA V FIX LATERAL (3"") (010377) *",3,pagina_web;manual;fotos
1902,"ROLDANA U 1/2 FIX LATERAL (3"") (080387) *",3,pagina_web;manual;fotos
1903,"ROLDANA U 3/4 FIX LATERAL (2"") (010351)",3,pagina_web;manual;fotos
1904,"ROLDANA U 3/4 FIX LATERAL (2.1/2"") (010352)",3,pagina_web;manual;fotos
1910,CARVAO BOSH (350) 76523 *,3,especificacao_tecnica;pagina_web;manual
1928,LONA AZUL 3 X 2 *,3,pagina_web;manual;fotos
1929,LONA KALA  AZUL 3 X 3 *,3,pagina_web;manual;fotos
1930,LONA DISMA AZUL 4 X 3 *,3,pagina_web;manual;fotos
1962,DISCO DIAMANTADO NORTON TURBO EN 13236 110 X 20MM *,3,pagina_web;manual;fotos
1965,"COLUNA ACO P/ C. ARM. 8,0 MM (7X27) 6M",3,pagina_web;manual;fotos
197,"ROLDANA U 3/4 PINO (2.1/2"") * (091351)",3,pagina_web;manual;fotos
1970,LIXA REDONDA 7'' N 80 *,3,pagina_web;manual;fotos
198,RODIZIO GIRATORIO PLACA FREIO SGPLF 210 BP * ATE 30KG,3,pagina_web;manual;fotos
199,RODIZIO GIRATORIO PLACA FREIO SGPLF 312 BP ATE 60KG,3,pagina_web;manual;fotos
200,RODIZIO GIRATORIO PLACA FREIO SGPLF 412 BP * ATE 65KG,3,pagina_web;manual;fotos
20028141,TUBO METALON 50 X 50 X 18,3,pagina_web;manual;fotos
2008,ARRUELA DE FUNILEIRO 3/16 *,3,pagina_web;manual;fotos
2009,ARRUELA DE FUNILEIRO 5/16 *,3,pagina_web;manual;fotos
2011,ARRUELA DE FUNILEIRO 1/2 *,3,pagina_web;manual;fotos
2012,ARRUELA DE FUNILEIRO 5/8 *,3,pagina_web;manual;fotos
202,ABRACADEIRA S/FIM 1.1/2 X 2'' 38 X 51 14 MM *,3,pagina_web;manual;fotos
2020,FURADEIRA BANCADA FERRARI 1/2CV FGC-16 220V *,3,pagina_web;manual;fotos
2022,TALHADEIRA ACO CROMADO 3/4 X 12'' *,3,pagina_web;manual;fotos
2025,ARRUELA DE FUNILEIRO 1/4 *,3,pagina_web;manual;fotos
2027,CARVAO BLACK DECKER 211A *,3,especificacao_tecnica;pagina_web;manual
203,ABRACADEIRA S/FIM 1'' X 1.1/2 25 X 38 10 MM *,3,pagina_web;manual;fotos
2035,"CORRENTE GALVANIZADA 3,50 MM *",3,pagina_web;manual;fotos
2036,REBITE DE FERRO 3/16 X 3/8 *,3,pagina_web;manual;fotos
204,ABRACADEIRA S/FIM 3/8 X 1/2 10 X 13 9MM *,3,pagina_web;manual;fotos
2040,ARRUELA DE FUNILEIRO 3/8 *,3,pagina_web;manual;fotos
2042,"FERROLHO 1/2"" X 12"" *",3,pagina_web;manual;fotos
2043,FERROLHO 1/2 X 10,3,pagina_web;manual;fotos
2044,ESTRIBO 17 X 17,3,pagina_web;manual;fotos
2047,"FECHO FIO REDONDO JOCEC 1/4 X 3"" *",3,pagina_web;manual;fotos
205,ABRACADEIRA S/FIM 5/8 X 3/4 16 X 19 9MM *,3,pagina_web;manual;fotos
2054,SERRA TICO TICO BU 232 BI-METAL 50MM 32D *,3,pagina_web;manual;fotos
2055,SERRA TICO TICO BU 224-2 BI-METAL 50MM 24D *,3,pagina_web;manual;fotos
